profile,date,text,link,likes,retweets
AP,"Nov 25, 2025 · 2:00 PM UTC","When flash floods in Texas killed dozens of young campers, AP reporter Ryan J. Foley's accountability coverage helped reveal how children were put at risk.  Your support helps AP journalists uncover hidden facts that the public needs to know. Donate today. https://apnews.com/donate?payment-type=One-Time&payment-price=20&utm_source=x&utm_medium=social&utm_campaign=eoy_donation_2025&utm_content=reporter_Foley_story",https://twitter.com/AP/status/1993318948213752111#m,106,40
AP,"Nov 25, 2025 · 1:44 PM UTC","BREAKING: Four more arrests have been made in connection with the Louvre jewel heist, Paris prosecutor reports. https://apnews.com/article/louvre-jewels-heist-paris-arrest-museum-prosecutor-7d151ce947c868e31b748a78b419f81d?taid=6925b2c8be27e9000189e05a&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1993314899443802617#m,250,91
AP,"Nov 25, 2025 · 12:17 PM UTC","Pauline Hanson, 71-year-old leader of the anti-Muslim, anti-immigration One Nation minor party, wore a burqa to protest senators’ refusal to consider her bill banning full-face coverings in public.",https://twitter.com/AP/status/1993292953482412114#m,260,60
AP,"Nov 25, 2025 · 11:20 AM UTC","Rather than dipping turkeys into gravy, families “adopt” them, donating money to their care and in return receiving photos, certificates and sometimes even one-on-one visits with the birds.",https://twitter.com/AP/status/1993278685483581478#m,1125,256
AP,"Nov 25, 2025 · 11:02 AM UTC",A woman in Thailand shocked temple staff when she started moving in her coffin after being brought in for cremation.,https://twitter.com/AP/status/1993274192826188167#m,208,73
BarackObama,"Nov 27, 2025 · 2:15 PM UTC","During this season of giving, let’s do what we can to give back to the communities that have given us so much. From our family to yours, have a wonderful Thanksgiving!",https://twitter.com/BarackObama/status/1994047344208433462#m,199744,16155
BarackObama,"Nov 27, 2025 · 1:15 AM UTC","Violence has no place in America. Michelle and I are praying for the servicemembers shot in Washington, DC today, and send our love to their families as they enter this holiday season under the most tragic of circumstances.",https://twitter.com/BarackObama/status/1993851016367026654#m,283037,20736
BarackObama,"Nov 25, 2025 · 12:45 AM UTC","As a survivor of the Tulsa Race Massacre, Viola Ford Fletcher bravely shared her story so that we’d never forget this painful part of our history. Michelle and I are grateful for her lifelong work to advance civil rights, and send our love to her family. https://www.nytimes.com/2025/11/24/us/viola-fletcher-dead.html",https://twitter.com/BarackObama/status/1993118883939590578#m,128444,20808
BarackObama,"Nov 24, 2025 · 9:14 PM UTC","Through the @ObamaFoundation Leaders program, Michelle and I are working with the next generation of leaders looking to make a difference in their communities.  If you're between the ages of 24-45, apply to our Obama Leaders program by December 12, 2025. obama.org/programs/leaders",https://twitter.com/BarackObama/status/1993065730288554119#m,130415,19796
BarackObama,"Nov 11, 2025 · 2:17 PM UTC","One of the honors of serving as President is having the ""Presidential Challenge Coin"" — a memento that I have handed out as President and in the years since to the folks I meet who have served our country or their communities. I was grateful to be able to greet veterans who served in Korea and Vietnam as they arrived in DC this weekend, and give them a personal token of my gratitude.",https://twitter.com/BarackObama/status/1988249679239205184#m,223934,21991
BarackObama,"Nov 11, 2025 · 1:01 PM UTC","Ahead of Veterans Day, I was honored to welcome a flight of veterans and their families as they arrived in DC.  To all those who bravely served our country, thank you to you and your family for your extraordinary service. The sacrifices that all of you have made to protect our country will be honored, today and every day.",https://twitter.com/BarackObama/status/1988230502197649568#m,150572,22690
BarackObama,"Nov 7, 2025 · 10:02 PM UTC",".@MichelleObama took on the role of First Lady with grace and authenticity, lighting up every room she walked into. In her new book, The Look, Michelle reflects on her own style journey — from her childhood on the South Side of Chicago, to our eight years in the White House, to today. It's a beautiful reflection of the woman I love inside and out, and well worth a read.",https://twitter.com/BarackObama/status/1986917277518942214#m,359647,24344
BarackObama,"Nov 7, 2025 · 4:03 AM UTC","I heard some old friends at @PodSaveAmerica were in town, so I decided to stop by. As we saw this week, we can change this country for the better. But it’s going to take all of us getting organized and having honest conversations about the best way forward.",https://twitter.com/BarackObama/status/1986645723287351455#m,104008,14625
BarackObama,"Nov 6, 2025 · 4:46 PM UTC","For almost four decades, Nancy Pelosi has served the American people and worked to make our country better. No one was more skilled at bringing people together and getting legislation passed – and I will always be grateful for her support of the Affordable Care Act. She made us proud to be Democrats, and will go down in history as one of the best speakers the House of Representatives has ever had. Nancy, thank you for your leadership and your friendship. Michelle and I wish you and Paul the best in this next chapter.",https://twitter.com/BarackObama/status/1986475370363687393#m,266761,25227
BarackObama,"Nov 5, 2025 · 2:46 AM UTC","Congratulations to all the Democratic candidates who won tonight. It’s a reminder that when we come together around strong, forward-looking leaders who care about the issues that matter, we can win. We’ve still got plenty of work to do, but the future looks a little bit brighter.",https://twitter.com/BarackObama/status/1985901630420820287#m,802570,64046
BarackObama,"Nov 4, 2025 · 4:25 PM UTC","If nothing else, the last nine months should have made it clear that elections matter. But what’s remarkable about America is that we have the power, as citizens, to change this country by voting. Go to IWillVote.com.",https://twitter.com/BarackObama/status/1985745182763954575#m,188804,25155
BarackObama,"Nov 3, 2025 · 10:15 PM UTC",.@BarackObama wants you to get out and vote tomorrow!  IWillVote.com,https://twitter.com/MikieSherrill/status/1985470871109341517#m,11716,2084
BarackObama,"Nov 2, 2025 · 6:24 PM UTC",President @BarackObama knows how high the stakes are this Tuesday — so make sure you have a plan to vote!  We can win this together. abigailspanberger.com/vote,https://twitter.com/SpanbergerForVA/status/1985050481656496614#m,5240,1160
BarackObama,"Nov 3, 2025 · 3:35 PM UTC","It’s almost Election Day, and there are so many important state and local races on the ballot.  Whether it’s governors, mayors, or school boards, the leaders we choose will make decisions that affect our daily lives for years to come. That means no matter who’s in charge in Washington, we can still make progress on health care, affordability, gerrymandering, reproductive freedom, gun safety, climate, and so many of the issues that matter to us.",https://twitter.com/MichelleObama/status/1985370162069922138#m,9087,1770
BarackObama,"Nov 2, 2025 · 6:01 PM UTC","What a great series! Congrats to our back-to-back champs, @Dodgers.",https://twitter.com/BarackObama/status/1985044734994235713#m,297873,18144
BarackObama,"Nov 2, 2025 · 3:42 PM UTC","So make a plan to vote: mikiesherrill.com/vote  As governor, @MikieSherrill will deliver for you. If you haven’t voted yet, today is the last day of early voting in New Jersey. And if you can’t vote early, make a plan to do it on Election Day on November 4th.",https://twitter.com/BarackObama/status/1985009659103543643#m,1711,369
BarackObama,"Nov 2, 2025 · 3:42 PM UTC","At a time when our politics feels broken, we need leaders like @MikieSherrill for Governor.  Mikie will work to create jobs, lower costs, and do what’s right for the people of New Jersey.",https://twitter.com/BarackObama/status/1985009655316197767#m,124961,14095
BarackObama,"Nov 1, 2025 · 10:49 PM UTC",Watch special guests Mikie Sherrill and @BarackObama rally voters in Newark to elect New Jersey Democrats! https://x.com/i/broadcasts/1kvJpMqMpLZxE,https://twitter.com/MikieSherrill/status/1984754707353788438#m,2460,573
BarackObama,"Nov 1, 2025 · 10:00 PM UTC","Make a plan to vote today: abigailspanberger.com/vote  Then get your friends, family members, neighbors and coworkers to make a plan to vote, too. Because if we do, we will elect @SpanbergerForVA as your next governor and put Virginia on the path to a brighter future.",https://twitter.com/BarackObama/status/1984742367455240642#m,1569,345
BarackObama,"Nov 1, 2025 · 10:00 PM UTC","It was great being back in Norfolk to help get out the vote for @SpanbergerForVA for Governor.  Virginia – Abigail Spanberger cares about your freedoms, she will fight for your rights, and she will work every day to make your life a little bit better.",https://twitter.com/BarackObama/status/1984742364427030869#m,147863,16675
BarackObama,"Nov 1, 2025 · 6:06 PM UTC",Join me and President @BarackObama in Norfolk to get out the vote! Tune in live here: https://x.com/i/broadcasts/1mnxeNjlWwRKX,https://twitter.com/SpanbergerForVA/status/1984683487635325333#m,2211,562
BarackObama,"Oct 31, 2025 · 6:49 PM UTC","Republicans need to act now to make sure those benefits are available to people who depend on them. If they don’t, millions of children, seniors, and low-income Americans will go hungry ahead of the holidays.",https://twitter.com/BarackObama/status/1984331987394400428#m,15370,1467
BarackObama,"Oct 31, 2025 · 6:49 PM UTC","More than 47 million Americans — including one in five children — don’t have reliable, affordable access to nutritious food. And as the cost of living skyrockets, more families are depending on SNAP benefits, or food stamps, to put food on the table.",https://twitter.com/BarackObama/status/1984331985846669797#m,314051,33547
BarackObama,"Oct 29, 2025 · 8:36 PM UTC","Pennsylvania has an important Supreme Court race coming up on Tuesday, November 4. If you live in the Keystone State, or know someone who does, vote YES to retain three justices who will protect your fundamental rights and freedoms. It’s never been more important to support men and women who respect the Constitution and the rule of law. So make a plan to vote at IWillVote.com/VotingInfo/PA.",https://twitter.com/BarackObama/status/1983634154521526446#m,66618,15688
BarackObama,"Oct 27, 2025 · 7:54 PM UTC","T-5 days until @BarackObama is in Newark!  RSVP below to join me, President Obama, and other special guests to turn out the vote for New Jersey Democrats! https://www.mobilize.us/mikiesherrillforgovernor/event/862139/",https://twitter.com/MikieSherrill/status/1982898778396078464#m,1333,351
BarackObama,"Oct 27, 2025 · 8:01 PM UTC",I’m so excited to welcome President @BarackObama to Norfolk this Saturday!  We’d love to have you there with us. RSVP at abigailspanberger.com/obama,https://twitter.com/SpanbergerForVA/status/1982900606470922616#m,3306,701
BarackObama,"Oct 22, 2025 · 10:50 PM UTC","We have just over two weeks to pass Prop 50. And when we do, it will send a message of hope across the country, that change is possible if we do the work.  So, let’s get to it. linktr.ee/cadem",https://twitter.com/BarackObama/status/1981131010894156289#m,137112,23493
BarackObama,"Oct 22, 2025 · 10:15 PM UTC","Voters should pick their representatives, not the other way around. Glad to get the chance to talk to some of the volunteers and organizers doing the hard work to make sure Prop 50 passes. This vote will have critical implications, not just for California, but for our entire country.",https://twitter.com/BarackObama/status/1981122309717950664#m,83791,16252
BarackObama,"Oct 22, 2025 · 7:03 PM UTC",LIVE NOW: We’re talking with Yes on Prop 50 volunteers ahead of the November 4th election. Plus a surprise guest you won't want to miss. https://x.com/i/broadcasts/1ynJOMdgBYEKR,https://twitter.com/GavinNewsom/status/1981073944976511066#m,2722,653
BarackObama,"Oct 19, 2025 · 1:00 PM UTC","The artist behind some of America’s most iconic and evocative public spaces is realizing a new vision in Chicago. Get a sneak peek at Maya Lin’s sculpture for the Ann Dunham Water Terrace, honoring President Obama’s late mother.",https://twitter.com/ObamaFoundation/status/1979895307497537833#m,1592,332
BarackObama,"Oct 18, 2025 · 2:28 PM UTC","We’re thrilled to take you behind the scenes of the Obama Presidential Center, a new home for hope located in Chicago, built for the world. @BarackObama and @MichelleObama recently walked the site  - “a living, breathing, dynamic cultural and gathering space.”  https://www.nytimes.com/2025/10/18/arts/design/obama-presidential-center-chicago.html?unlocked_article_code=1.uU8.LjJ2.m--ZdkJ-kpFH&smid=url-share",https://twitter.com/ObamaFoundation/status/1979555241017184457#m,2909,546
BarackObama,"Oct 18, 2025 · 2:43 PM UTC","When the Obama Presidential Center opens next year, it will be a hub for change — a place for people from all over the world to come together, get inspired, and take what they learn back to their own communities. obama.org/presidential-cente…",https://twitter.com/BarackObama/status/1979559046152630590#m,150524,17883
BarackObama,"Oct 17, 2025 · 10:30 PM UTC","Raila Odinga was a true champion of democracy. A child of independence, he endured decades of struggle and sacrifice for the broader cause of freedom and self-governance in Kenya. Time and again, I personally saw him put the interests of his country ahead of his own ambitions. Like few other leaders anywhere, he was willing to choose the path of peaceful reconciliation without compromising his core values. Through his life, Raila Odinga set an example not just for Kenyans, but across Africa and around the world. I know he will be missed. Michelle and I send our deepest condolences to his family and to the people of Kenya.",https://twitter.com/BarackObama/status/1979313979647213923#m,157646,23610
BarackObama,"Oct 17, 2025 · 6:32 PM UTC","As governor, @MikieSherrill will deliver for every community in New Jersey. She has the experience and plans to drive down costs—and the integrity, grit, and commitment to service to be the kind of leader we need right now.  Make a plan to vote today at mikiesherrill.com.",https://twitter.com/BarackObama/status/1979254140409614350#m,58797,10786
BarackObama,"Oct 17, 2025 · 6:02 PM UTC","Virginia, the stakes couldn’t be higher in this election. And Abigail @SpanbergerForVA is the best choice for Governor.  She'll work to stand up for Virginia families – because that’s what she’s done her entire career. And she has real plans to lower the cost of housing, health care, utilities, and grow Virginia’s economy.  So make a plan to vote today at abigailspanberger.com.",https://twitter.com/BarackObama/status/1979246548497433020#m,75345,13964
